id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
48547345,Sie.,sie420,"give me a tank & some tie dye.
f.u.c.c",Toronto,,2009-06-19,00:21:41 UTC,3347,279,195,278,295,False,False,https://pbs.twimg.com/profile_images/509041489528504320/IsAlMBxS_normal.jpeg,https://pbs.twimg.com/profile_banners/48547345/1363889923
47433923,Jeffrey Flier,jflier,Harvard University Distinguished Service Professor and Higginson Professor of Physiology and Medicine at Harvard Medical School. Former Dean of HMS.,"Boston, MA",,2009-06-15,20:23:45 UTC,24530,2607,22031,14137,844,False,False,https://pbs.twimg.com/profile_images/1246473335829135362/aEQlno64_normal.jpg,https://pbs.twimg.com/profile_banners/47433923/1405611673
361052447,Zalī,ArianAfzali,🃏 https://t.co/WKktCmFYZm,,,2011-08-24,05:11:34 UTC,18262,168,265,8090,1708,False,False,https://pbs.twimg.com/profile_images/1312470445472378881/jAptQ5mO_normal.jpg,https://pbs.twimg.com/profile_banners/361052447/1601752314
448119443,🍯,ceeeeejyyB,,,,2011-12-27,16:56:24 UTC,47496,1020,701,8485,1690,False,False,https://pbs.twimg.com/profile_images/1303603585675153409/KkkdbYJz_normal.jpg,https://pbs.twimg.com/profile_banners/448119443/1596141710
355315766,RastaRasta,Rastaa_cannabis,Only the Real Die Living,"Atlanta, Ga",,2011-08-15,04:53:38 UTC,45289,23,618,3261,787,False,False,https://pbs.twimg.com/profile_images/1044862913780101120/MdZF5i9x_normal.jpg,https://pbs.twimg.com/profile_banners/355315766/1451736660
1449595747,aj,audrieeejac,fur mama | twenty-two,Oregon,https://t.co/70mwIQG3aY,2013-05-22,18:11:13 UTC,19354,233,1243,31753,57,False,False,https://pbs.twimg.com/profile_images/1336875769352470529/uffIH0DF_normal.jpg,https://pbs.twimg.com/profile_banners/1449595747/1611300178
382280109,Tasha,tasha_word,,,,2011-09-29,20:02:14 UTC,423,102,85,122,22,False,False,https://pbs.twimg.com/profile_images/480591628655022081/tqahxeF-_normal.jpeg,
200596196,Magic Health Inc,MagicHealthInc,"1999 Monterey Hwy Suite 100 - 
San Jose, CA 95112 - 
408-291-0080",,http://t.co/qBzxgb5r4k,2010-10-09,18:19:53 UTC,1177,33,103,0,16,False,False,https://pbs.twimg.com/profile_images/378800000125737689/e22d2333bdd95d283c5f084a7526f6da_normal.jpeg,
147373761,Bryan Eaton,B_Grade,Toronto Stagehand with IATSE Local 58. Personal account only.,Toronto,,2010-05-24,00:13:25 UTC,24925,1908,1045,5141,1256,False,False,https://pbs.twimg.com/profile_images/1006740668985663488/wlwk6tOT_normal.jpg,https://pbs.twimg.com/profile_banners/147373761/1500924390
546803519,OG CHOPPO,GANJA_OLOGIST,34 👶🏽 TURNING DREAMS TO REALITY,"San Diego, CA",,2012-04-06,13:23:41 UTC,13751,439,609,890,44,False,False,https://pbs.twimg.com/profile_images/1083922583341465601/Q9xDf9eF_normal.jpg,https://pbs.twimg.com/profile_banners/546803519/1601854363
