id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
17248096,15427,15427,"Local news, event, and alert information for Daisytown, PA. Come join the community and stay informed about what is happening in your 15427 neighborhood!",15427,http://t.co/ChDkEeG5CN,2008-11-08,08:52:09 UTC,2115,64,46,0,0,False,False,https://pbs.twimg.com/profile_images/1035702294740787200/YEZeOgiE_normal.jpg,
101826629,Ross & Will,CO_RxCompendium,,"iPhone: 39.755121,-105.015098",,2010-01-04,18:17:50 UTC,2107,362,467,1,115,False,False,https://pbs.twimg.com/profile_images/609903767/securedownload_normal.jpg,
17590223,60142,60142,"Local news, event, and alert information for Huntley, IL. Come join the community and stay informed about what is happening in your 60142 neighborhood!",60142,http://t.co/D714FqmtKY,2008-11-24,11:13:27 UTC,5919,83,74,0,0,False,False,https://pbs.twimg.com/profile_images/1040217419933872129/s0OwW0jo_normal.jpg,
17467556,MediCann,MediCann,"Connecting Medical Cannabis Patients & The Cannabis Industry w/ Science, Research, & Medical Expertise. Informed Access. Product Vetting. Info@MediCann.com","Californië, USA",https://t.co/GJljSI3hHl,2008-11-18,18:30:27 UTC,6202,535,30843,849,168,False,False,https://pbs.twimg.com/profile_images/786688611131465730/9G_9Shl-_normal.jpg,https://pbs.twimg.com/profile_banners/17467556/1476733211
33809390,Christopher Lewis ©♊,ChrisDaGemini,♊ 6.16 : frm 910 : ✈️ AA Crew Chief 🛩: CarolinaPanthers : UNC : LeBron Fan : SEC Football : Get Fit Or Die Tryin : GAINSter : ALWAYS HUMBLE ✌🏾️,"Charlotte, NC",https://t.co/uzSDaN3qW1,2009-04-21,04:20:10 UTC,38732,802,555,510,1404,False,False,https://pbs.twimg.com/profile_images/1351389598073708544/EQ55hyUe_normal.jpg,https://pbs.twimg.com/profile_banners/33809390/1463528197
99636122,Quinten,Qweezy5,"Stack,Pray,& Stay out the way🚀 Co-host of @whynotuspodshow ™️🤷🏾‍♂️","Atlanta, GA",https://t.co/lvOFCJpkaF,2009-12-27,04:12:51 UTC,33762,721,626,402,530,False,False,https://pbs.twimg.com/profile_images/1329150020952743939/w5tdexPC_normal.jpg,https://pbs.twimg.com/profile_banners/99636122/1519432391
18360900,T. Marie,starryblonde21,"An upstate NY-er (Albany) living it up in Milwaukee, Wi!","Milwaukee, WI",,2008-12-24,17:06:11 UTC,31650,416,351,3147,1251,False,False,https://pbs.twimg.com/profile_images/1330312689529335809/uXK7kKtU_normal.jpg,https://pbs.twimg.com/profile_banners/18360900/1571841319
16996393,60462,60462,"Local news, event, and alert information for Orland Park, IL. Come join the community and stay informed about what is happening in your 60462 neighborhood!",60462,http://t.co/zu9zXq4j01,2008-10-27,11:16:12 UTC,9458,10,6,0,0,False,False,https://pbs.twimg.com/profile_images/1040236016378863617/M2R2N79N_normal.jpg,
16705976,08701,08701,"Local news, event, and alert information for Lakewood, NJ. Come join the community and stay informed about what is happening in your 08701 neighborhood!",08701,http://t.co/yRGIre5cnk,2008-10-12,08:06:33 UTC,4140,25,40,0,0,False,False,https://pbs.twimg.com/profile_images/1035214978767183872/OOQbnOjD_normal.jpg,
29346512,Kari Swain,KariSwain,Fashion Designer Roll Tide certified🎓 ♍️,"Atlanta, GA",https://t.co/ikNUyy7PAu,2009-04-07,01:34:18 UTC,41517,709,2351,18022,1249,False,False,https://pbs.twimg.com/profile_images/1349784225860505600/sJOypRjQ_normal.jpg,https://pbs.twimg.com/profile_banners/29346512/1591169058
89271832,Georgia News,topix_ga,Local News in Georgia,Georgia,http://t.co/cefv7cPT0Z,2009-11-11,20:18:07 UTC,84134,1,237,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
14161936,ʀᴏʙᴇʀᴛᴏ,bGotti,#ENTREPRENEUR • #INVESTOR • ɪɴᴛᴇʀɴᴇᴛ ᴍᴀʀᴋᴇᴛᴇʀ • #CONSULTANT • 🇺🇸 #VETERAN • #CowboysFootball,"District of Columbia, USA",,2008-03-17,07:46:32 UTC,26646,1939,1667,13160,441,False,False,https://pbs.twimg.com/profile_images/899328871706841089/TGy06-iK_normal.jpg,https://pbs.twimg.com/profile_banners/14161936/1522207532
87321283,Topix Insight,topix_insight,Local news in your town.,California,http://t.co/66lSpmEncU,2009-11-04,00:18:15 UTC,370984,0,967,0,0,False,False,https://pbs.twimg.com/profile_images/507695462/topix_t_normal_normal.jpg,
33546808,Kayla,KaylaFlowJam,Hooper living in Columbus | Owner and Teacher at Flow Jam Studios,"Columbus, OH",https://t.co/HLM6d9vNKW,2009-04-20,15:20:29 UTC,1214,72,97,24,40,False,False,https://pbs.twimg.com/profile_images/612403136121188352/_HDI3MmS_normal.jpg,https://pbs.twimg.com/profile_banners/33546808/1435055625
17162320,98092,98092,"Local news, event, and alert information for Auburn, WA. Come join the community and stay informed about what is happening in your 98092 neighborhood!",98092,http://t.co/10srwYyWvg,2008-11-04,17:40:20 UTC,2160,70,58,0,0,False,False,https://pbs.twimg.com/profile_images/1043753742024105985/yMkRT0uJ_normal.jpg,
16902796,49507,49507,"Local news, event, and alert information for Grand Rapids, MI. Come join the community and stay informed about what is happening in your 49507 neighborhood!",49507,http://t.co/646S1FUrYk,2008-10-22,09:16:49 UTC,1362,44,39,0,0,False,False,https://pbs.twimg.com/profile_images/1039109586802724869/7m7LUrJt_normal.jpg,
17153244,29631,29631,"Local news, event, and alert information for Clemson, SC. Come join the community and stay informed about what is happening in your 29631 neighborhood!",29631,http://t.co/lR2LkkJAKC,2008-11-04,11:02:53 UTC,947,24,28,0,0,False,False,https://pbs.twimg.com/profile_images/1037089576152588288/NuqSY9VS_normal.jpg,
106179771,Ohio News,topix_oh,Local News in Ohio,"Cleveland, OH",http://t.co/HUzc7QTTck,2010-01-18,19:08:27 UTC,148141,0,294,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
17382940,55906,55906,"Local news, event, and alert information for Rochester, MN. Come join the community and stay informed about what is happening in your 55906 neighborhood!",55906,http://t.co/N72Ma7DKU1,2008-11-14,06:52:15 UTC,2677,216,175,0,0,False,False,https://pbs.twimg.com/profile_images/1039716606824263680/Ej0pPoj7_normal.jpg,
89317600,Michigan News,topix_mi,Local News in Michigan,Michigan,http://t.co/bhBGoK9Kye,2009-11-11,23:43:12 UTC,115351,0,315,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
17941614,dominiej,dominiej,,Right Behind You!!,,2008-12-07,14:53:24 UTC,1825,84,76,141,11,False,False,https://pbs.twimg.com/profile_images/374943137/twitterProfilePhoto_normal.jpg,
90455391,Tennessee News,topix_tn,Local News in Tennessee,Tennessee,http://t.co/YJ90DsiyXO,2009-11-16,18:44:23 UTC,51211,0,204,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
89316480,Colorado News,topix_co,Local News in Colorado,Colorado,http://t.co/Pleum5F5YR,2009-11-11,23:38:09 UTC,55212,0,211,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
17611976,07649,07649,"Local news, event, and alert information for Oradell, NJ. Come join the community and stay informed about what is happening in your 07649 neighborhood!",07649,http://t.co/PznafyNBVk,2008-11-25,04:20:11 UTC,5285,19,12,0,0,False,False,https://pbs.twimg.com/profile_images/1035149678327681024/vhhO0_6Q_normal.jpg,
17130746,48176,48176,"Local news, event, and alert information for Saline, MI. Come join the community and stay informed about what is happening in your 48176 neighborhood!",48176,http://t.co/i5BgmIzBP7,2008-11-03,13:54:54 UTC,3258,61,34,0,0,False,False,https://pbs.twimg.com/profile_images/1038942907862937602/vXDkFgiT_normal.jpg,
17280794,48446,48446,"Local news, event, and alert information for Lapeer, MI. Come join the community and stay informed about what is happening in your 48446 neighborhood!",48446,http://t.co/H0EoY3zIHZ,2008-11-10,04:29:23 UTC,617,59,56,0,0,False,False,https://pbs.twimg.com/profile_images/1038977569767317504/B3mHdIfJ_normal.jpg,
17587906,18040,18040,"Local news, event, and alert information for Easton, PA. Come join the community and stay informed about what is happening in your 18040 neighborhood!",18040,http://t.co/hlE8SYHj1D,2008-11-24,07:14:15 UTC,5966,99,88,0,0,False,False,https://pbs.twimg.com/profile_images/1035997187321126913/3cD8DAie_normal.jpg,
17368983,62264,62264,"Local news, event, and alert information for New Athens, IL. Come join the community and stay informed about what is happening in your 62264 neighborhood!",62264,http://t.co/Y0n0KpXhSw,2008-11-13,17:06:42 UTC,668,30,32,0,0,False,False,https://pbs.twimg.com/profile_images/1040432072819499008/gBz8Vhi1_normal.jpg,
230686739,Kushaholics Ave,KushaholicsAve,Introducing Worldwide Smokers Everywhere Kushaholics Ave. 420 Is Everyday Come Through Enjoy Our Chat Everybody Chillin Legalize It =P FOLLOW US WE FOLLOW BACK!,Worldwide Smokers Inc.,http://t.co/vGsbA53dcW,2010-12-26,10:18:34 UTC,823,715,164,100,10,False,False,https://pbs.twimg.com/profile_images/1300492552/speedys_1__normal.jpg,
17188568,02842,02842,"Local news, event, and alert information for Middletown, RI. Come join the community and stay informed about what is happening in your 02842 neighborhood!",02842,http://t.co/1HtfqYLrJ8,2008-11-05,13:50:35 UTC,3391,44,44,0,0,False,False,https://pbs.twimg.com/profile_images/1034593353256452097/nfW6NEvt_normal.jpg,
174836503,Topher,captainturtle69,"When life gives you lemons, make grape juice. then sit back and watch as the whole world wonders how you did it.",#HIlife808 ,,2010-08-04,23:22:08 UTC,5670,50,72,520,207,False,False,https://pbs.twimg.com/profile_images/595391721128665088/Lzb6cpM3_normal.jpg,https://pbs.twimg.com/profile_banners/174836503/1349166609
89272027,Maryland News,topix_md,Local News in Maryland,Maryland,http://t.co/Jl6GibEJSI,2009-11-11,20:19:01 UTC,59024,0,188,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
17458753,49321,49321,"Local news, event, and alert information for Comstock Park, MI. Come join the community and stay informed about what is happening in your 49321 neighborhood!",49321,http://t.co/FGvDVrGhoH,2008-11-18,04:34:54 UTC,795,96,85,0,0,False,False,https://pbs.twimg.com/profile_images/1039087164439453696/HKAyM9gw_normal.jpg,
85156744,melanie forester,honeydew45,fun loving     very open-minded,PA,,2009-10-25,20:23:17 UTC,378,1,4,5,8,False,False,https://pbs.twimg.com/profile_images/1523094663/myphoto1_normal.jpg,
100587785,"Trenton, NJ Crime",trenton_crime,Know Your Neighborhood.,,,2009-12-30,20:25:19 UTC,2546,0,163,0,0,False,False,https://pbs.twimg.com/profile_images/600997609/spotcrimelogo_normal.jpg,
21052158,Tommy McCarthy,aubinhick990,"Sr. Software Engineer. Like to talk about Person of Interest, Splatoon/2, Google, Android/mobile, software, Nintendo/Switch, Adam Young/Owl City, & other","Manchester, NH",,2009-02-17,01:28:26 UTC,5677,434,165,4534,380,False,False,https://pbs.twimg.com/profile_images/1249199234475311106/_JGyUtjW_normal.jpg,https://pbs.twimg.com/profile_banners/21052158/1582954500
89317600,Michigan News,topix_mi,Local News in Michigan,Michigan,http://t.co/bhBGoK9Kye,2009-11-11,23:43:12 UTC,115351,0,315,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
19214696,Samantha Vicari,SammyAnthaXxx,i'm a blonde w/blue eyes. i love trucks. i will never drive a car. i go to MCC. anything else? lemme know. =],"ÜT: 43.103032,-77.619663",http://t.co/HFL3DfCyUc,2009-01-20,02:09:59 UTC,536,55,25,14,13,False,False,https://pbs.twimg.com/profile_images/212201847/up_angle_normal.jpg,
17359174,95658,95658,"Local news, event, and alert information for Newcastle, CA. Come join the community and stay informed about what is happening in your 95658 neighborhood!",95658,http://t.co/o9YuvPvBlD,2008-11-13,05:56:26 UTC,2878,51,43,0,0,False,False,https://pbs.twimg.com/profile_images/1043539677062422528/ACHczffx_normal.jpg,
100816755,W Des Moines Crime,WDesMoinesCrime,Know Your Neighborhood.,,http://t.co/mG0TwUeH5a,2009-12-31,18:11:00 UTC,1028,0,43,0,0,False,False,https://pbs.twimg.com/profile_images/602654224/spotcrimelogo_normal.jpg,
43369164,Coziah ...,SayWORDJah,Money Machines running like Team Jamaica ...,,https://t.co/83LP9w7OfR,2009-05-29,17:16:32 UTC,135215,294,873,461,3563,False,False,https://pbs.twimg.com/profile_images/1348752546681266181/xNfNQszT_normal.jpg,https://pbs.twimg.com/profile_banners/43369164/1431273739
17231565,90601,90601,"Local news, event, and alert information for Whittier, CA. Come join the community and stay informed about what is happening in your 90601 neighborhood!",90601,http://t.co/CEZHJYe8nZ,2008-11-07,14:23:22 UTC,4076,16,13,0,0,False,False,https://pbs.twimg.com/profile_images/1043221761284665344/wUu_oZrK_normal.jpg,
17114005,03055,03055,"Local news, event, and alert information for Milford, NH. Come join the community and stay informed about what is happening in your 03055 neighborhood!",03055,http://t.co/z8R9kPYdbK,2008-11-02,13:23:44 UTC,1113,63,54,0,0,False,False,https://pbs.twimg.com/profile_images/1034613140799934464/1Q2dZyTi_normal.jpg,
16717045,90731,90731,"Local news, event, and alert information for San Pedro, CA. Come join the community and stay informed about what is happening in your 90731 neighborhood!",90731,http://t.co/VRDCC58BGo,2008-10-13,05:26:12 UTC,7504,14,5,0,0,False,False,https://pbs.twimg.com/profile_images/1043225280435826688/87xxXQ8T_normal.jpg,
17363544,58203,58203,"Local news, event, and alert information for Grand Forks, ND. Come join the community and stay informed about what is happening in your 58203 neighborhood!",58203,http://t.co/N3fTwQX7Qi,2008-11-13,11:54:03 UTC,2998,73,68,0,0,False,False,https://pbs.twimg.com/profile_images/1040012210062352384/09Pmt3V1_normal.jpg,
89813266,Illinois News,topix_il,Local News in Illinois,Illinois,http://t.co/WFpchEcqAj,2009-11-13,22:47:41 UTC,142659,0,313,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
17284775,59804,59804,"Local news, event, and alert information for Missoula, MT. Come join the community and stay informed about what is happening in your 59804 neighborhood!",59804,http://t.co/FsSQlmfUtl,2008-11-10,10:42:07 UTC,2467,74,53,0,0,False,False,https://pbs.twimg.com/profile_images/1040182249704972288/BxiLfIDu_normal.jpg,
97744137,"Richmond, CA Crime",RichmondCAcrime,Know Your Neighborhood.,"Richmond, CA",,2009-12-18,20:42:11 UTC,2358,0,165,0,0,False,False,https://pbs.twimg.com/profile_images/599004577/spotcrimelogo_normal.jpg,
17190066,76053,76053,"Local news, event, and alert information for Hurst, TX. Come join the community and stay informed about what is happening in your 76053 neighborhood!",76053,http://t.co/ew4xr0X6Xs,2008-11-05,15:11:13 UTC,1852,20,14,0,0,False,False,https://pbs.twimg.com/profile_images/1042266198807724033/-M-afnmb_normal.jpg,
106179771,Ohio News,topix_oh,Local News in Ohio,"Cleveland, OH",http://t.co/HUzc7QTTck,2010-01-18,19:08:27 UTC,148141,0,294,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
17112831,74467,74467,"Local news, event, and alert information for Wagoner, OK. Come join the community and stay informed about what is happening in your 74467 neighborhood!",74467,http://t.co/pMOeWi2In9,2008-11-02,10:43:58 UTC,634,79,64,0,0,False,False,https://pbs.twimg.com/profile_images/1042094593137758211/QGVDYDOt_normal.jpg,
16705944,95127,95127,"Local news, event, and alert information for San Jose, CA. Come join the community and stay informed about what is happening in your 95127 neighborhood!",95127,http://t.co/wjUta2RQeP,2008-10-12,07:59:10 UTC,3571,25,16,0,0,False,False,https://pbs.twimg.com/profile_images/1043468093140262912/RxNeKM_5_normal.jpg,
32714584,JaDarrius Strickland,clampkin_who,"Ja'Darrius Strickland #USM17 Live, Learn, Love","Hattiesburg, MS",http://t.co/Bb9kVH16Sg,2009-04-18,01:35:19 UTC,40802,1655,1537,697,1276,False,False,https://pbs.twimg.com/profile_images/992805279715676160/HRE3vGRm_normal.jpg,
102255917,Pennsylvania News,topix_pa,Local News in Pennsylvania,Pennsylvania,http://t.co/MELA1KTAaB,2010-01-06,03:20:05 UTC,158329,3,411,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
102110781,Boca Raton Crime,BocaRaton_crime,Know Your Neighborhood.,"Boca Raton, FL",http://t.co/B1soE9Z4vH,2010-01-05,17:09:36 UTC,1399,0,190,0,0,False,False,https://pbs.twimg.com/profile_images/611899289/spotcrimelogo_normal.jpg,
16741186,95206,95206,"Local news, event, and alert information for Stockton, CA. Come join the community and stay informed about what is happening in your 95206 neighborhood!",95206,http://t.co/xnRJLGFBXN,2008-10-14,16:43:03 UTC,10616,12,4,0,0,False,False,https://pbs.twimg.com/profile_images/1043472632434192384/msNxt3l3_normal.jpg,
17130018,76705,76705,"Local news, event, and alert information for Waco, TX. Come join the community and stay informed about what is happening in your 76705 neighborhood!",76705,http://t.co/saIs2Xosxo,2008-11-03,13:04:00 UTC,3368,14,10,0,0,False,False,https://pbs.twimg.com/profile_images/1042343155197108225/rGI0eqhu_normal.jpg,
172382376,Jay Hill,jayallenhill,Radical Centrist. Portland based artist & musician. Wine lover. Search and machine learning engineer by day,Wy’East,,2010-07-29,15:41:47 UTC,5511,377,133,15985,381,False,False,https://pbs.twimg.com/profile_images/1350264001511374850/bnkNN1XG_normal.jpg,https://pbs.twimg.com/profile_banners/172382376/1611213581
17484630,67511,67511,"Local news, event, and alert information for Albert, KS. Come join the community and stay informed about what is happening in your 67511 neighborhood!",67511,http://t.co/lIGPJOhvKt,2008-11-19,12:08:49 UTC,845,90,74,0,0,False,False,https://pbs.twimg.com/profile_images/1040952906931814400/ZxcQdM4m_normal.jpg,
17440945,79706,79706,"Local news, event, and alert information for Midland, TX. Come join the community and stay informed about what is happening in your 79706 neighborhood!",79706,http://t.co/aKbJl3pFw5,2008-11-17,13:05:04 UTC,2366,66,63,0,0,False,False,https://pbs.twimg.com/profile_images/1042611196828934145/gHfPI4Zv_normal.jpg,
17134853,43017,43017,"Local news, event, and alert information for Dublin, OH. Come join the community and stay informed about what is happening in your 43017 neighborhood!",43017,http://t.co/AGcBnnsAKp,2008-11-03,17:32:02 UTC,3820,11,13,0,0,False,False,https://pbs.twimg.com/profile_images/1038152277700165632/kG9JWZCV_normal.jpg,
17207839,76105,76105,"Local news, event, and alert information for Fort Worth, TX. Come join the community and stay informed about what is happening in your 76105 neighborhood!",76105,http://t.co/k1q0Gol0Mt,2008-11-06,08:25:32 UTC,1116,67,58,0,0,False,False,https://pbs.twimg.com/profile_images/1042272974043148288/FkRg_jS6_normal.jpg,
17088052,93706,93706,"Local news, event, and alert information for Fresno, CA. Come join the community and stay informed about what is happening in your 93706 neighborhood!",93706,http://t.co/UrmUdSmR6C,2008-10-31,16:57:20 UTC,13709,21,19,0,0,False,False,https://pbs.twimg.com/profile_images/1043400931168014336/oIC7-EmF_normal.jpg,
193495081,Oliver Beck,olivercbeck,My Interests: Bears. Beets. Battlestar Galactica.,"Raleigh, NC",,2010-09-21,23:37:32 UTC,968,106,92,0,37,False,False,https://pbs.twimg.com/profile_images/1198410129697386496/PjLByo57_normal.jpg,
14239438,Shmuel,scondon76,"If we subscribe to the idea that even a single mitzvah brings us all immeasurably closer to Moshiac in ways we can't understand, then let it be yours.",MA,,2008-03-27,22:42:58 UTC,41461,693,506,1545,782,False,False,https://pbs.twimg.com/profile_images/1349594249008963585/6pX0iTBP_normal.jpg,https://pbs.twimg.com/profile_banners/14239438/1610603318
90453056,Massachusetts News,topix_ma,Local News in Massachusetts,Massachusetts,http://t.co/mM2dBZzIgb,2009-11-16,18:32:55 UTC,134948,0,333,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
16198878,ღTeary Eyezs™,TearyEyezs,"EyE wanna act like NOTHING'S bothering Me, PRETEND everything's terrific, BUT I have a few problems with THE WORLD today and here's where I get SPECIFIC. #TRU","Houston, Texas United States",,2008-09-09,06:15:34 UTC,37016,136,17492,518,129,False,False,https://pbs.twimg.com/profile_images/897564238641643521/gojN1umN_normal.jpg,https://pbs.twimg.com/profile_banners/16198878/1502830920
89316480,Colorado News,topix_co,Local News in Colorado,Colorado,http://t.co/Pleum5F5YR,2009-11-11,23:38:09 UTC,55212,0,211,0,0,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
137756862,Herbalist,Fr3c_Production,#UndiFined Fly Email: ✦undifined.fly@gmail.com For All Info✦ Manager/Fashion |̊\̲̳Λ̲̳̊/̲̳|̊ ** Instagram: @Fr3c_undifined * & @undifined_fly,"ÜT: 40.765664,-73.965879",http://t.co/RVQ29eQ7r0,2010-04-27,17:26:08 UTC,10954,396,373,29,1040,False,False,https://pbs.twimg.com/profile_images/568422179638095872/cksmdG-5_normal.jpeg,https://pbs.twimg.com/profile_banners/137756862/1400523820
192464326,davealviso1,davealviso1,,,,2010-09-19,06:31:12 UTC,44138,30,109,2,1,False,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
170427765,C.Major©,KyMystre,Im jus me nothin more nothin less. #TeamFollowBack #MadKy,Da Tuck,,2010-07-24,20:19:25 UTC,853,1098,341,13,23,False,False,https://pbs.twimg.com/profile_images/556505390360563713/TCqXkWmV_normal.jpeg,https://pbs.twimg.com/profile_banners/170427765/1421516198
29418275,W H U T,BMKREW,,Miami ,https://t.co/gkFK2jzzRL,2009-04-07,09:49:29 UTC,896,533,177,568,128,False,False,https://pbs.twimg.com/profile_images/1126893858/VectorSkull_normal.jpg,https://pbs.twimg.com/profile_banners/29418275/1403360481
